ID,AGE,USE,ACCESS_TIME,ACCESS_DISTANCE,EGRESS_DISTANCE,EGRESS_TIME,ALT1,ALT2,ALT3,WB,GENDER,UNO,SERO,VEHICLE,RENT
0,22.0,3,1.7999999999999998,0.5,3.75,18.69,0,0,0,0,0,1,0,0,10
1,22.0,4,1.7999999999999998,0.5,2.25,7.0,0,0,1,0,0,1,0,1,10
2,22.0,4,3.5999999999999996,0.75,0.5,0.7199999999999999,0,0,1,1,0,1,0,1,10
3,30.0,4,26.7,4.25,0.75,1.7999999999999998,0,0,1,0,0,1,0,1,10
4,40.0,4,1.7999999999999998,0.5,1.25,13.35,0,0,1,1,1,1,0,1,10
5,22.0,4,40.05,3.75,1.25,3.5999999999999996,0,0,1,0,1,1,0,1,10
6,30.0,1,26.7,5.0,5.0,45.39,1,0,0,0,0,1,0,0,10
7,22.0,1,53.4,5.0,2.75,26.7,1,0,0,0,1,1,0,1,10
8,40.0,4,1.7999999999999998,0.5,0.75,3.5999999999999996,0,0,1,0,0,1,0,1,10
9,65.0,4,66.69999999999999,2.75,3.25,53.4,0,0,1,0,1,1,0,1,10
10,22.0,4,7.199999999999999,1.75,1.25,3.5999999999999996,0,0,1,1,1,1,0,0,10
11,40.0,1,19.599999999999998,0.5,1.75,7.199999999999999,1,0,0,0,1,1,0,1,10
12,30.0,4,5.399999999999999,1.75,0.5,0.7199999999999999,0,0,1,0,1,1,0,1,10
13,22.0,1,1.7999999999999998,0.5,0.5,1.0799999999999998,1,0,0,0,1,1,0,1,10
14,22.0,3,1.0799999999999998,0.5,5.0,40.05,0,0,0,0,0,1,0,0,10
15,22.0,4,3.0,0.75,1.25,4.68,0,0,1,0,1,1,0,1,10
16,30.0,4,78.39999999999999,5.0,1.75,3.5999999999999996,0,0,1,1,1,1,0,1,10
17,22.0,1,1.7999999999999998,0.5,0.5,1.7999999999999998,1,0,0,1,1,1,0,0,10
18,40.0,4,1.0799999999999998,0.5,2.75,39.199999999999996,0,0,1,0,0,1,0,1,10
19,30.0,4,3.5999999999999996,0.75,0.5,1.7999999999999998,0,0,1,0,1,1,0,1,10
20,30.0,4,40.05,4.25,2.75,40.05,0,0,1,0,0,1,0,1,10
21,30.0,1,10.0,3.75,1.75,5.399999999999999,1,0,0,1,1,1,0,1,10
22,40.0,1,40.05,3.75,4.25,15.0,1,0,0,0,1,1,0,1,10
23,40.0,4,20.0,5.0,0.5,1.7999999999999998,0,0,1,0,0,1,0,1,10
24,30.0,4,3.5999999999999996,0.75,2.25,7.199999999999999,0,0,1,0,0,1,0,1,10
25,22.0,1,1.7999999999999998,0.5,0.5,0.7199999999999999,1,0,0,0,1,1,0,0,10
26,22.0,3,5.399999999999999,2.75,0.5,0.35999999999999993,0,0,0,0,1,1,0,1,10
27,22.0,1,0.35999999999999993,0.5,0.75,19.599999999999998,1,0,0,0,1,1,0,1,10
28,22.0,1,2.8799999999999994,0.5,0.75,3.5999999999999996,1,0,0,0,1,1,0,1,10
29,22.0,4,1.7999999999999998,0.5,0.5,1.7999999999999998,0,0,1,0,0,1,0,1,10
30,30.0,1,19.599999999999998,1.75,0.75,1.7999999999999998,1,0,0,0,1,1,0,0,10
31,30.0,4,3.5999999999999996,1.25,5.0,53.4,0,0,1,1,1,1,0,1,10
32,40.0,4,5.0,1.75,0.5,1.7999999999999998,0,0,1,0,0,1,0,1,10
33,22.0,4,0.7199999999999999,0.5,0.5,0.7199999999999999,0,0,1,1,1,1,0,1,10
34,54.0,4,26.7,1.75,1.75,26.7,0,0,1,1,1,1,0,0,10
35,30.0,2,50.025,3.75,4.75,66.69999999999999,0,1,0,1,0,1,0,1,10
36,22.0,3,1.7999999999999998,0.5,0.75,1.7999999999999998,0,0,0,0,1,1,0,1,10
37,40.0,1,26.7,2.25,2.25,26.7,1,0,0,1,1,1,0,1,10
38,30.0,4,39.199999999999996,2.75,1.25,3.5999999999999996,0,0,1,0,1,1,0,1,10
39,22.0,4,1.7999999999999998,0.5,0.5,1.7999999999999998,0,0,1,0,0,1,0,0,10
40,22.0,4,50.025,3.75,0.5,1.7999999999999998,0,0,1,0,1,1,0,1,10
41,30.0,4,8.999999999999998,1.75,1.75,3.5999999999999996,0,0,1,0,0,1,0,1,10
42,40.0,4,39.199999999999996,1.25,0.5,3.5999999999999996,0,0,1,1,1,1,0,1,10
43,22.0,1,10.0,2.75,0.75,1.7999999999999998,1,0,0,0,1,1,0,0,10
44,22.0,4,1.7999999999999998,0.5,0.5,1.7999999999999998,0,0,1,1,0,1,0,0,10
45,22.0,4,1.7999999999999998,0.5,0.5,1.7999999999999998,0,0,1,1,1,1,0,1,10
46,22.0,1,7.199999999999999,1.25,0.5,1.7999999999999998,1,0,0,1,1,1,0,0,10
48,30.0,1,26.7,1.75,0.5,1.7999999999999998,1,0,0,1,1,1,0,1,10
49,54.0,1,1.7999999999999998,0.5,2.25,26.7,1,0,0,1,0,1,0,0,10
50,30.0,4,1.7999999999999998,0.5,1.75,16.674999999999997,0,0,1,1,0,1,0,1,10
51,22.0,4,26.7,2.75,0.75,5.0,0,0,1,0,0,1,0,1,10
52,30.0,4,1.7999999999999998,0.75,0.75,3.5999999999999996,0,0,1,1,0,1,0,1,10
55,30.0,4,0.7199999999999999,0.5,0.5,0.7199999999999999,0,0,1,0,1,1,0,1,10
57,30.0,1,13.35,2.25,1.25,3.5999999999999996,1,0,0,1,1,1,0,1,10
58,22.0,4,1.7999999999999998,0.5,0.75,1.4399999999999997,0,0,1,1,0,1,0,0,10
59,30.0,4,39.199999999999996,2.25,2.25,3.5999999999999996,0,0,1,1,1,1,0,1,10
60,30.0,1,1.0799999999999998,0.5,0.5,1.7999999999999998,1,0,0,1,1,1,0,1,10
61,30.0,2,3.5999999999999996,0.5,0.5,1.4399999999999997,0,1,0,0,0,1,0,0,10
62,30.0,1,3.5999999999999996,0.75,1.25,5.399999999999999,1,0,0,0,1,1,0,1,10
63,54.0,1,1.7999999999999998,0.5,0.5,2.52,1,0,0,1,1,1,0,1,10
64,22.0,4,1.0799999999999998,0.5,0.75,3.5999999999999996,0,0,1,0,1,1,0,1,10
65,22.0,1,3.5999999999999996,0.75,1.25,26.7,1,0,0,0,1,1,0,1,10
66,22.0,4,2.8799999999999994,0.75,0.5,1.4399999999999997,0,0,1,1,0,1,0,0,10
67,22.0,1,3.5999999999999996,1.25,2.75,10.0,1,0,0,0,0,1,0,1,10
68,22.0,2,1.7999999999999998,0.5,3.75,66.75,0,1,0,0,1,1,0,0,10
69,30.0,4,0.7199999999999999,0.5,5.0,98.0,0,0,1,1,1,1,0,1,10
70,22.0,1,2.52,0.5,0.75,5.399999999999999,1,0,0,0,0,1,0,0,10
71,40.0,4,0.7199999999999999,0.5,1.75,3.5999999999999996,0,0,1,0,1,1,0,0,10
72,22.0,4,33.349999999999994,1.75,0.5,1.7999999999999998,0,0,1,0,1,1,0,1,10
73,30.0,4,70.56,2.75,1.75,4.68,0,0,1,0,1,1,0,1,10
74,30.0,4,0.7199999999999999,0.5,3.25,58.8,0,0,1,1,1,1,0,1,10
75,22.0,4,3.5999999999999996,0.75,0.5,1.7999999999999998,0,0,1,0,1,1,0,1,10
0,22.0,1,3.5999999999999996,0.75,0.75,3.5999999999999996,1,0,0,0,0,1,0,1,5
1,22.0,1,5.399999999999999,1.25,0.5,1.7999999999999998,1,0,0,0,0,1,0,1,5
2,22.0,2,3.5999999999999996,0.5,0.5,1.7999999999999998,0,1,0,1,1,1,0,1,5
4,22.0,1,3.5999999999999996,1.25,2.75,33.349999999999994,1,0,0,1,1,1,0,0,5
5,22.0,2,10.0,1.25,0.5,1.7999999999999998,0,1,0,0,0,1,0,1,5
6,22.0,4,1.7999999999999998,0.5,0.5,1.7999999999999998,0,0,1,1,0,1,0,1,5
7,22.0,4,7.199999999999999,1.25,0.5,1.7999999999999998,0,0,1,1,1,1,0,1,5
8,22.0,4,3.5999999999999996,0.75,0.75,3.5999999999999996,0,0,1,1,0,1,0,1,5
9,30.0,2,26.7,2.75,0.75,3.5999999999999996,0,1,0,1,0,1,0,1,5
10,22.0,4,39.199999999999996,1.25,0.5,0.7199999999999999,0,0,1,0,1,1,0,1,5
11,54.0,4,1.7999999999999998,0.5,0.5,1.7999999999999998,0,0,1,1,1,1,0,0,5
12,22.0,4,3.5999999999999996,0.75,0.75,3.5999999999999996,0,0,1,0,0,1,0,0,5
13,22.0,4,53.4,5.0,0.75,3.5999999999999996,0,0,1,1,0,1,0,0,5
14,30.0,4,1.0799999999999998,0.5,0.75,10.005,0,0,1,1,1,1,0,1,5
15,30.0,2,39.199999999999996,2.75,2.75,39.199999999999996,0,1,0,1,1,1,0,1,5
16,30.0,3,1.7999999999999998,0.5,0.5,1.4399999999999997,0,0,0,1,1,1,0,0,5
17,54.0,4,1.0799999999999998,0.5,1.75,26.7,0,0,1,1,1,1,0,0,5
18,22.0,4,58.8,3.75,1.75,27.44,0,0,1,1,1,1,0,1,5
20,22.0,1,3.5999999999999996,0.75,0.75,3.5999999999999996,1,0,0,0,0,1,0,1,5
21,22.0,2,1.7999999999999998,0.5,0.5,1.7999999999999998,0,1,0,0,0,1,0,1,5
23,30.0,4,1.7999999999999998,0.5,2.75,10.0,0,0,1,1,1,1,0,0,5
24,22.0,1,1.7999999999999998,0.5,0.5,3.5999999999999996,1,0,0,0,0,1,0,1,5
25,22.0,2,2.8799999999999994,0.75,0.5,1.7999999999999998,0,1,0,0,0,1,0,1,5
27,22.0,1,0.7199999999999999,0.5,0.5,0.35999999999999993,1,0,0,0,1,1,0,1,5
28,40.0,1,15.0,3.75,0.75,3.5999999999999996,1,0,0,1,0,1,0,1,5
29,22.0,4,10.0,2.25,1.75,26.7,0,0,1,0,0,1,0,1,5
30,22.0,4,5.399999999999999,1.25,0.5,0.7199999999999999,0,0,1,0,1,1,0,1,5
31,40.0,4,1.7999999999999998,0.5,0.5,1.7999999999999998,0,0,1,0,1,1,0,0,5
32,30.0,4,4.68,1.25,1.25,7.199999999999999,0,0,1,0,1,1,0,0,5
33,22.0,4,33.349999999999994,0.5,0.5,1.7999999999999998,0,0,1,1,1,1,0,1,5
36,22.0,4,1.7999999999999998,0.5,0.75,3.5999999999999996,0,0,1,1,0,1,0,0,5
37,22.0,2,2.8799999999999994,0.5,2.25,26.7,0,1,0,0,0,1,0,1,5
38,54.0,4,7.199999999999999,1.75,0.75,3.5999999999999996,0,0,1,1,1,1,0,1,5
39,22.0,1,78.39999999999999,5.0,0.5,0.7199999999999999,1,0,0,0,1,1,0,1,5
40,30.0,1,39.199999999999996,4.25,0.75,3.5999999999999996,1,0,0,1,1,1,0,1,5
41,30.0,2,1.7999999999999998,0.5,0.75,3.5999999999999996,0,1,0,1,1,1,0,0,5
42,30.0,1,3.5999999999999996,0.75,0.5,1.0799999999999998,1,0,0,1,1,1,0,1,5
43,40.0,1,3.5999999999999996,0.75,3.75,58.8,1,0,0,1,1,1,0,1,5
44,54.0,1,1.7999999999999998,0.5,3.25,39.199999999999996,1,0,0,0,1,1,0,1,5
45,22.0,1,2.52,0.75,2.25,10.0,1,0,0,0,0,1,0,0,5
46,22.0,2,0.7199999999999999,0.5,2.25,13.35,0,1,0,0,0,1,0,1,5
49,22.0,1,58.8,1.25,0.5,0.35999999999999993,1,0,0,1,1,1,0,1,5
50,22.0,4,0.35999999999999993,0.5,0.5,0.35999999999999993,0,0,1,1,1,1,0,1,5
51,22.0,1,39.199999999999996,3.25,0.75,3.5999999999999996,1,0,0,0,1,1,0,1,5
53,40.0,3,40.05,2.75,0.5,0.35999999999999993,0,0,0,0,1,1,0,0,5
54,22.0,4,0.7199999999999999,0.5,0.5,1.7999999999999998,0,0,1,0,1,1,0,1,5
55,22.0,1,19.599999999999998,1.25,0.5,0.7199999999999999,1,0,0,1,1,1,0,1,5
56,22.0,4,3.5999999999999996,0.75,0.75,3.5999999999999996,0,0,1,0,0,1,0,0,5
57,40.0,1,1.7999999999999998,0.5,0.75,3.5999999999999996,1,0,0,0,1,1,0,1,5
58,30.0,2,5.399999999999999,1.25,1.75,7.199999999999999,0,1,0,1,1,1,0,1,5
59,22.0,4,39.199999999999996,1.25,0.5,0.7199999999999999,0,0,1,1,1,1,0,1,5
60,22.0,4,1.7999999999999998,0.5,0.5,1.4399999999999997,0,0,1,1,0,1,0,0,5
61,40.0,3,39.199999999999996,2.75,0.75,1.7999999999999998,0,0,0,1,1,1,0,1,5
62,22.0,1,3.5999999999999996,0.75,0.5,1.7999999999999998,1,0,0,0,1,1,0,1,5
63,30.0,4,3.5999999999999996,0.5,0.5,3.5999999999999996,0,0,1,1,1,1,0,1,5
64,22.0,1,1.7999999999999998,0.5,0.75,3.5999999999999996,1,0,0,0,1,1,0,0,5
65,40.0,4,1.7999999999999998,0.5,0.5,0.7199999999999999,0,0,1,1,1,1,0,1,5
66,40.0,4,3.5999999999999996,0.75,0.5,1.4399999999999997,0,0,1,1,0,1,0,1,5
67,22.0,1,7.199999999999999,0.75,0.5,1.4399999999999997,1,0,0,0,0,1,0,1,5
68,22.0,4,1.7999999999999998,0.5,1.25,5.399999999999999,0,0,1,1,0,1,0,1,5
69,22.0,1,3.5999999999999996,0.75,1.25,8.0,1,0,0,1,1,1,0,1,5
70,40.0,4,40.05,2.25,0.5,3.5999999999999996,0,0,1,1,0,1,0,0,5
71,22.0,4,40.05,4.25,0.5,1.7999999999999998,0,0,1,1,0,1,0,1,5
72,30.0,4,16.674999999999997,2.75,0.75,3.5999999999999996,0,0,1,0,1,1,0,0,5
73,22.0,1,40.05,4.75,0.75,3.5999999999999996,1,0,0,1,0,1,0,0,5
74,22.0,4,1.7999999999999998,0.5,0.5,1.4399999999999997,0,0,1,0,0,1,0,1,5
75,30.0,4,1.7999999999999998,0.5,1.25,26.7,0,0,1,1,1,1,0,0,5
76,22.0,4,20.0,5.0,5.0,98.0,0,0,1,0,1,1,0,1,5
77,22.0,1,1.7999999999999998,0.5,0.5,2.52,1,0,0,0,1,1,0,1,5
78,22.0,3,1.0799999999999998,0.5,0.75,2.1599999999999997,0,0,0,0,1,1,0,0,5
79,22.0,4,3.5999999999999996,0.5,2.75,58.8,0,0,1,0,1,1,0,1,5
80,22.0,1,3.5999999999999996,0.75,0.75,3.5999999999999996,1,0,0,0,1,1,0,1,5
81,30.0,4,2.52,0.5,1.75,13.35,0,0,1,1,0,1,0,1,5
82,22.0,4,1.7999999999999998,0.5,0.75,3.5999999999999996,0,0,1,0,1,1,0,1,5
83,54.0,4,1.7999999999999998,0.5,0.5,1.0799999999999998,0,0,1,1,1,1,0,1,5
84,22.0,4,1.7999999999999998,0.5,0.5,0.7199999999999999,0,0,1,0,0,1,0,1,5
85,22.0,4,0.7199999999999999,0.5,0.5,0.7199999999999999,0,0,1,0,1,1,0,1,5
87,22.0,1,13.35,1.25,0.5,0.7199999999999999,1,0,0,1,0,1,0,1,5
88,22.0,4,15.0,3.75,3.25,5.399999999999999,0,0,1,0,1,1,0,1,5
89,22.0,4,39.199999999999996,3.25,0.5,0.7199999999999999,0,0,1,1,1,1,0,1,5
90,40.0,1,19.599999999999998,0.75,0.5,0.7199999999999999,1,0,0,1,1,1,0,1,5
91,30.0,1,19.599999999999998,0.75,0.5,1.7999999999999998,1,0,0,1,1,1,0,1,5
92,22.0,4,0.7199999999999999,0.5,0.75,3.5999999999999996,0,0,1,0,0,1,0,0,5
93,22.0,3,2.8799999999999994,0.75,0.75,3.5999999999999996,0,0,0,0,0,1,0,0,5
94,22.0,4,3.5999999999999996,0.75,0.5,1.0799999999999998,0,0,1,1,1,1,0,1,5
95,22.0,1,3.5999999999999996,0.75,0.5,0.7199999999999999,1,0,0,0,1,1,0,1,5
96,22.0,4,26.7,1.75,0.5,0.7199999999999999,0,0,1,1,0,1,0,1,5
97,22.0,4,3.5999999999999996,0.75,0.5,1.0799999999999998,0,0,1,0,0,1,0,1,5
98,22.0,4,2.8799999999999994,0.75,2.25,7.199999999999999,0,0,1,1,0,1,0,1,5
99,22.0,4,3.5999999999999996,0.75,1.75,19.599999999999998,0,0,1,1,0,1,0,1,5
100,22.0,1,1.7999999999999998,0.5,0.75,3.5999999999999996,1,0,0,0,1,1,0,1,5
102,30.0,4,2.0,0.5,0.75,1.7999999999999998,0,0,1,1,1,1,0,1,5
103,22.0,4,15.0,2.25,0.5,1.7999999999999998,0,0,1,0,1,1,0,0,5
104,22.0,1,2.52,0.75,3.25,26.7,1,0,0,1,0,1,0,1,5
105,30.0,4,1.7999999999999998,0.5,0.5,5.0,0,0,1,0,0,1,0,1,5
106,22.0,1,3.5999999999999996,0.75,0.75,3.5999999999999996,1,0,0,0,1,1,0,1,5
107,22.0,4,1.7999999999999998,0.5,3.25,26.7,0,0,1,0,1,1,0,1,5
108,22.0,2,1.7999999999999998,0.75,0.5,1.7999999999999998,0,1,0,0,0,1,0,1,5
109,22.0,2,1.7999999999999998,0.5,0.5,1.7999999999999998,0,1,0,0,0,1,0,0,5
110,22.0,4,50.025,4.25,1.75,15.0,0,0,1,0,1,1,0,1,5
111,22.0,1,3.5999999999999996,0.75,0.5,0.7199999999999999,1,0,0,1,1,1,0,1,5
112,40.0,4,1.7999999999999998,0.5,0.5,1.7999999999999998,0,0,1,1,1,1,0,0,5
113,30.0,4,1.7999999999999998,0.5,0.5,1.7999999999999998,0,0,1,0,0,1,0,1,5
114,40.0,4,40.05,2.75,1.25,5.399999999999999,0,0,1,1,1,1,0,0,5
115,40.0,1,2.52,0.5,0.5,0.7199999999999999,1,0,0,1,1,1,0,1,5
116,22.0,4,0.7199999999999999,0.5,0.5,0.7199999999999999,0,0,1,0,1,1,0,1,5
117,30.0,2,0.7199999999999999,0.5,0.5,1.0799999999999998,0,1,0,1,0,1,0,0,5
118,30.0,4,1.7999999999999998,0.5,0.75,3.5999999999999996,0,0,1,1,1,1,0,0,5
120,22.0,4,1.7999999999999998,0.75,0.5,1.0799999999999998,0,0,1,0,1,1,0,1,5
121,22.0,4,1.7999999999999998,0.5,0.5,3.5999999999999996,0,0,1,0,0,1,0,1,5
122,30.0,1,39.199999999999996,3.25,2.25,39.199999999999996,1,0,0,1,1,1,0,0,5
123,22.0,2,1.0799999999999998,0.5,0.5,1.7999999999999998,0,1,0,0,0,1,0,1,5
124,22.0,4,2.52,0.75,1.75,6.119999999999999,0,0,1,0,0,1,0,1,5
125,22.0,1,7.199999999999999,1.25,0.75,3.5999999999999996,1,0,0,1,1,1,0,1,5
126,22.0,4,3.5999999999999996,0.75,0.75,3.2399999999999993,0,0,1,1,1,1,0,0,5
127,22.0,2,1.7999999999999998,0.5,0.5,0.7199999999999999,0,1,0,1,0,1,0,1,5
128,22.0,4,2.52,0.5,0.5,2.52,0,0,1,0,0,1,0,0,5
129,30.0,2,40.05,1.75,4.25,25.0,0,1,0,0,0,1,0,0,5
130,22.0,2,1.7999999999999998,0.5,0.75,3.5999999999999996,0,1,0,1,1,1,0,1,5
131,22.0,4,26.7,2.25,0.5,6.119999999999999,0,0,1,0,0,1,0,1,5
132,30.0,4,26.7,3.75,0.75,3.5999999999999996,0,0,1,0,0,1,0,1,5
133,22.0,1,1.4399999999999997,0.5,0.5,1.4399999999999997,1,0,0,0,1,1,0,1,5
134,22.0,1,3.5999999999999996,0.75,0.75,3.5999999999999996,1,0,0,1,1,1,0,1,5
135,40.0,1,5.399999999999999,1.25,0.75,1.7999999999999998,1,0,0,1,1,1,0,1,5
137,22.0,4,6.0,1.75,2.25,5.399999999999999,0,0,1,1,1,1,0,0,5
138,22.0,1,13.35,1.25,0.5,1.7999999999999998,1,0,0,1,1,1,0,0,5
139,30.0,1,3.5999999999999996,0.75,0.75,31.36,1,0,0,1,1,1,0,1,5
140,30.0,1,1.7999999999999998,0.5,3.75,58.8,1,0,0,1,1,1,0,1,5
142,30.0,1,0.7199999999999999,0.5,2.75,58.8,1,0,0,1,1,1,0,1,5
143,22.0,4,1.7999999999999998,0.5,0.5,0.7199999999999999,0,0,1,0,0,1,0,1,5
144,30.0,4,27.44,2.25,4.25,26.7,0,0,1,1,0,1,0,0,5
145,30.0,4,98.0,5.0,0.5,1.7999999999999998,0,0,1,0,1,1,0,1,5
146,30.0,1,2.1599999999999997,0.5,0.5,1.7999999999999998,1,0,0,0,0,1,0,1,5
147,22.0,4,78.39999999999999,5.0,1.25,3.5999999999999996,0,0,1,1,0,1,0,1,5
148,30.0,1,1.7999999999999998,0.5,0.5,1.7999999999999998,1,0,0,1,1,1,0,0,5
149,22.0,4,1.7999999999999998,0.5,0.5,1.7999999999999998,0,0,1,0,0,1,0,0,5
150,22.0,4,1.0799999999999998,0.5,1.25,16.02,0,0,1,1,0,1,0,1,5
151,22.0,4,78.39999999999999,5.0,0.5,1.7999999999999998,0,0,1,1,1,1,0,1,5
152,40.0,4,1.7999999999999998,0.5,0.75,3.5999999999999996,0,0,1,1,0,1,0,1,5
153,30.0,2,5.0,2.25,2.75,40.05,0,1,0,1,0,1,0,1,5
154,54.0,1,1.7999999999999998,0.5,0.5,1.7999999999999998,1,0,0,0,1,1,0,1,5
155,22.0,2,1.0799999999999998,0.5,0.5,0.7199999999999999,0,1,0,0,0,1,0,0,5
156,22.0,4,2.52,0.5,1.25,4.68,0,0,1,0,0,1,0,1,5
157,30.0,1,3.5999999999999996,0.75,1.25,7.199999999999999,1,0,0,1,1,1,0,1,5
158,22.0,2,5.399999999999999,1.25,0.5,1.7999999999999998,0,1,0,0,0,1,0,1,5
159,22.0,4,2.52,0.75,0.5,1.7999999999999998,0,0,1,0,0,1,0,1,5
160,54.0,4,1.7999999999999998,0.5,1.25,5.399999999999999,0,0,1,0,1,1,0,0,5
161,22.0,4,7.84,0.5,0.5,1.7999999999999998,0,0,1,1,1,1,0,1,5
162,22.0,1,2.52,0.75,0.75,2.52,1,0,0,0,0,1,0,1,5
163,40.0,2,3.5999999999999996,0.75,0.75,3.5999999999999996,0,1,0,0,1,1,0,0,5
164,22.0,2,15.0,4.75,0.5,1.7999999999999998,0,1,0,0,0,1,0,1,5
165,54.0,4,7.0,2.25,0.75,3.5999999999999996,0,0,1,0,0,1,0,1,5
166,22.0,4,5.399999999999999,1.75,0.5,1.7999999999999998,0,0,1,1,1,1,0,1,5
167,30.0,1,1.7999999999999998,0.5,1.25,18.69,1,0,0,1,0,1,0,1,5
168,22.0,2,1.7999999999999998,0.5,0.5,1.4399999999999997,0,1,0,1,0,1,0,1,5
169,54.0,4,1.7999999999999998,0.5,0.75,3.5999999999999996,0,0,1,1,0,1,0,1,5
170,30.0,4,0.7199999999999999,0.5,1.75,26.7,0,0,1,1,1,1,0,1,5
171,22.0,4,1.7999999999999998,0.5,0.5,1.0799999999999998,0,0,1,1,1,1,0,1,5
172,22.0,2,3.5999999999999996,0.75,1.25,4.68,0,1,0,0,0,1,0,0,5
173,22.0,4,3.5999999999999996,0.75,0.5,1.7999999999999998,0,0,1,0,0,1,0,1,5
174,30.0,4,1.0799999999999998,0.5,0.5,0.7199999999999999,0,0,1,1,1,1,0,0,5
175,22.0,4,2.52,0.5,0.75,3.5999999999999996,0,0,1,0,0,1,0,0,5
176,22.0,2,1.7999999999999998,0.5,3.25,20.0,0,1,0,0,0,1,0,1,5
177,22.0,3,1.7999999999999998,0.5,0.5,1.7999999999999998,0,0,0,0,0,1,0,0,5
178,22.0,2,1.7999999999999998,0.5,1.25,5.399999999999999,0,1,0,0,0,1,0,1,5
179,22.0,2,2.52,0.5,0.5,1.7999999999999998,0,1,0,0,0,1,0,0,5
180,22.0,2,1.7999999999999998,0.5,0.75,2.1599999999999997,0,1,0,1,0,1,0,0,5
181,22.0,4,2.52,0.75,0.75,3.5999999999999996,0,0,1,1,0,1,0,0,5
182,22.0,2,1.0799999999999998,0.5,0.75,2.52,0,1,0,0,0,1,0,1,5
183,22.0,4,2.8799999999999994,0.75,1.25,5.399999999999999,0,0,1,0,0,1,0,1,5
184,22.0,4,1.7999999999999998,0.5,0.75,3.5999999999999996,0,0,1,0,0,1,0,1,5
185,22.0,4,25.0,5.0,0.75,3.5999999999999996,0,0,1,0,1,1,0,1,5
186,54.0,3,1.7999999999999998,0.5,0.5,0.7199999999999999,0,0,0,1,1,1,0,1,5
187,22.0,2,1.7999999999999998,0.5,0.75,3.5999999999999996,0,1,0,0,0,1,0,0,5
188,22.0,4,1.7999999999999998,0.5,1.25,5.399999999999999,0,0,1,0,0,1,0,1,5
189,22.0,3,0.7199999999999999,0.5,0.75,1.7999999999999998,0,0,0,1,1,1,0,1,5
190,30.0,3,2.52,0.75,0.5,0.35999999999999993,0,0,0,1,1,1,0,0,5
191,22.0,4,3.5999999999999996,0.75,0.5,1.7999999999999998,0,0,1,1,1,1,0,1,5
192,22.0,4,1.7999999999999998,0.5,0.75,3.5999999999999996,0,0,1,0,1,1,0,1,5
193,30.0,4,7.199999999999999,1.75,5.0,83.375,0,0,1,0,1,1,0,1,5
194,40.0,4,78.39999999999999,4.75,2.25,33.349999999999994,0,0,1,1,1,1,0,1,5
195,22.0,4,2.1599999999999997,0.5,0.75,2.52,0,0,1,0,1,1,0,1,5
196,54.0,4,3.5999999999999996,0.75,0.75,3.5999999999999996,0,0,1,1,1,1,0,0,5
197,30.0,4,3.5999999999999996,1.25,1.25,3.5999999999999996,0,0,1,1,1,1,0,1,5
198,22.0,2,0.7199999999999999,0.5,0.75,5.0,0,1,0,0,0,1,0,1,5
