ID,AGE,USE,ACCESS_TIME,ACCESS_DISTANCE,EGRESS_DISTANCE,EGRESS_TIME,ALT1,ALT2,ALT3,WB,GENDER,UNO,SERO,VEHICLE,RENT
199,22.0,1,0.7199999999999999,0.5,3.25,7.199999999999999,1,0,0,0,0,1,0,1,5
200,22.0,1,39.199999999999996,3.25,0.75,3.5999999999999996,1,0,0,1,1,1,0,1,5
201,30.0,1,5.399999999999999,1.25,1.25,5.399999999999999,1,0,0,1,1,1,0,1,5
202,22.0,2,2.52,0.75,0.75,3.5999999999999996,0,1,0,0,0,1,0,1,5
203,22.0,2,1.7999999999999998,0.5,1.25,3.5999999999999996,0,1,0,0,0,1,0,1,5
204,54.0,1,19.599999999999998,1.25,0.5,1.7999999999999998,1,0,0,0,1,1,0,1,5
205,22.0,3,1.7999999999999998,0.5,0.75,5.399999999999999,0,0,0,1,1,1,0,1,5
206,22.0,4,21.36,1.75,0.5,3.5999999999999996,0,0,1,0,1,1,0,1,5
207,22.0,4,58.8,3.75,0.5,1.7999999999999998,0,0,1,0,1,1,0,1,5
208,22.0,2,13.35,3.25,0.75,2.52,0,1,0,0,0,1,0,1,5
209,30.0,2,26.7,1.25,0.5,0.7199999999999999,0,1,0,0,0,1,0,0,5
211,22.0,2,19.599999999999998,2.25,0.75,2.52,0,1,0,0,0,1,0,1,5
212,22.0,4,1.7999999999999998,0.5,3.75,39.199999999999996,0,0,1,0,1,1,0,1,5
213,30.0,4,11.760000000000002,0.75,1.75,7.199999999999999,0,0,1,1,1,1,0,0,5
215,22.0,1,15.0,5.0,0.75,3.5999999999999996,1,0,0,0,1,1,0,1,5
216,22.0,4,1.7999999999999998,0.5,0.5,1.7999999999999998,0,0,1,0,1,1,0,0,5
217,22.0,1,1.7999999999999998,0.5,0.5,1.7999999999999998,1,0,0,0,1,1,0,1,5
218,22.0,4,1.7999999999999998,0.5,0.5,1.7999999999999998,0,0,1,1,1,1,0,1,5
219,40.0,4,1.7999999999999998,0.5,0.75,3.5999999999999996,0,0,1,1,1,1,0,1,5
220,22.0,1,3.5999999999999996,0.75,0.75,3.5999999999999996,1,0,0,0,1,1,0,1,5
221,30.0,4,5.399999999999999,0.75,0.75,1.7999999999999998,0,0,1,1,1,1,0,1,5
222,30.0,4,3.5999999999999996,1.25,0.75,1.7999999999999998,0,0,1,0,1,1,0,1,5
223,22.0,1,1.7999999999999998,0.5,0.5,0.7199999999999999,1,0,0,0,1,1,0,1,5
224,22.0,4,0.7199999999999999,0.5,0.5,1.7999999999999998,0,0,1,0,1,1,0,1,5
225,22.0,4,3.5999999999999996,0.75,0.5,1.7999999999999998,0,0,1,0,1,1,0,1,5
227,22.0,4,0.7199999999999999,0.5,0.5,1.7999999999999998,0,0,1,1,1,1,0,1,5
228,30.0,4,1.7999999999999998,0.75,1.75,5.399999999999999,0,0,1,0,1,1,0,1,5
231,30.0,1,3.5999999999999996,0.5,5.0,78.39999999999999,1,0,0,1,1,1,0,1,5
232,40.0,4,3.5999999999999996,0.75,0.5,1.7999999999999998,0,0,1,1,1,1,0,1,5
233,30.0,2,1.7999999999999998,0.5,0.5,0.7199999999999999,0,1,0,1,1,1,0,1,5
234,30.0,1,3.5999999999999996,0.75,0.75,1.7999999999999998,1,0,0,1,1,1,0,0,5
235,30.0,1,3.5999999999999996,0.75,0.75,3.5999999999999996,1,0,0,1,1,1,0,0,5
236,40.0,1,33.349999999999994,2.75,0.5,1.0799999999999998,1,0,0,1,1,1,0,1,5
237,30.0,4,1.0799999999999998,0.5,0.5,1.7999999999999998,0,0,1,0,1,1,0,0,5
238,22.0,2,3.5999999999999996,0.75,4.75,66.69999999999999,0,1,0,1,1,1,0,1,5
239,30.0,2,2.8799999999999994,0.75,0.5,0.7199999999999999,0,1,0,1,1,1,0,1,5
240,22.0,3,1.7999999999999998,0.5,0.5,1.4399999999999997,0,0,0,1,0,1,0,0,5
241,22.0,4,19.599999999999998,1.25,0.5,2.52,0,0,1,0,1,1,0,1,5
242,30.0,4,1.7999999999999998,0.5,2.25,13.35,0,0,1,1,1,1,0,1,5
243,30.0,4,0.7199999999999999,0.5,0.75,3.5999999999999996,0,0,1,1,1,1,0,1,5
244,30.0,3,1.7999999999999998,0.5,0.5,1.0799999999999998,0,0,0,1,0,1,0,0,5
245,30.0,4,1.0799999999999998,0.5,0.75,3.5999999999999996,0,0,1,0,1,1,0,0,5
246,40.0,4,2.52,0.75,0.5,1.7999999999999998,0,0,1,1,1,1,0,1,5
247,40.0,1,10.0,2.25,0.5,1.7999999999999998,1,0,0,1,1,1,0,1,5
248,22.0,4,1.7999999999999998,0.5,0.75,3.5999999999999996,0,0,1,0,1,1,0,0,5
249,22.0,1,32.04,1.25,0.5,1.0799999999999998,1,0,0,1,0,1,0,1,5
250,22.0,4,58.8,5.0,0.75,3.5999999999999996,0,0,1,0,1,1,0,1,5
251,30.0,4,0.7199999999999999,0.5,0.75,3.5999999999999996,0,0,1,0,1,1,0,1,5
252,40.0,4,1.7999999999999998,0.5,0.5,1.7999999999999998,0,0,1,1,1,1,0,1,5
253,30.0,4,3.5999999999999996,0.75,0.5,1.4399999999999997,0,0,1,1,1,1,0,1,5
254,30.0,4,1.4399999999999997,0.5,0.5,1.7999999999999998,0,0,1,0,1,1,0,1,5
255,22.0,1,1.7999999999999998,0.5,0.5,1.7999999999999998,1,0,0,0,1,1,0,0,5
256,22.0,4,58.8,4.75,2.25,58.8,0,0,1,1,1,1,0,1,5
257,22.0,4,66.69999999999999,4.75,0.5,2.52,0,0,1,0,0,1,0,1,5
258,22.0,4,3.5999999999999996,0.75,0.5,0.7199999999999999,0,0,1,0,1,1,0,1,5
259,22.0,2,78.39999999999999,2.75,0.5,1.7999999999999998,0,1,0,0,1,1,0,1,5
260,22.0,1,20.0,2.75,0.75,16.674999999999997,1,0,0,0,0,1,0,1,5
261,22.0,4,10.0,1.75,0.5,2.52,0,0,1,0,1,1,0,1,5
262,22.0,1,5.399999999999999,0.5,0.5,2.8799999999999994,1,0,0,0,0,1,0,0,5
264,30.0,1,58.8,2.75,0.5,3.5999999999999996,1,0,0,1,1,1,0,1,5
265,40.0,4,0.7199999999999999,0.75,2.75,58.8,0,0,1,1,1,1,0,1,5
266,22.0,4,7.199999999999999,1.25,1.25,3.5999999999999996,0,0,1,1,1,1,0,1,5
267,22.0,4,3.5999999999999996,0.75,0.75,3.5999999999999996,0,0,1,0,1,1,0,1,5
268,22.0,1,3.5999999999999996,0.5,0.5,3.5999999999999996,1,0,0,0,1,1,0,1,5
269,30.0,1,23.520000000000003,1.25,1.25,5.0,1,0,0,1,0,1,0,1,5
270,30.0,4,2.1599999999999997,0.5,0.5,1.7999999999999998,0,0,1,1,1,1,0,1,5
271,22.0,3,5.0,1.75,2.75,40.05,0,0,0,1,1,1,0,1,5
272,30.0,4,1.7999999999999998,0.75,2.25,26.7,0,0,1,0,1,1,0,1,5
274,22.0,4,15.0,2.75,0.5,0.7199999999999999,0,0,1,0,1,1,0,1,5
275,30.0,4,1.7999999999999998,0.5,0.5,2.8799999999999994,0,0,1,0,0,1,0,0,5
276,40.0,4,3.5999999999999996,0.75,1.25,5.399999999999999,0,0,1,1,1,1,0,1,5
277,40.0,4,3.5999999999999996,1.25,0.5,3.5999999999999996,0,0,1,0,1,1,0,1,5
281,30.0,1,3.5999999999999996,0.75,2.75,66.69999999999999,1,0,0,0,0,1,0,1,5
282,30.0,4,1.7999999999999998,0.75,0.5,1.7999999999999998,0,0,1,1,1,1,0,1,5
283,22.0,4,58.8,1.75,0.5,1.7999999999999998,0,0,1,0,1,1,0,0,5
284,22.0,4,19.599999999999998,1.25,0.5,2.1599999999999997,0,0,1,0,1,1,0,1,5
285,22.0,4,1.7999999999999998,0.5,0.75,3.5999999999999996,0,0,1,0,0,1,0,0,5
286,22.0,4,2.1599999999999997,0.5,0.5,2.8799999999999994,0,0,1,1,1,1,0,1,5
287,22.0,4,1.7999999999999998,0.5,0.5,1.0799999999999998,0,0,1,0,1,1,0,1,5
288,22.0,4,15.0,5.0,1.75,26.7,0,0,1,0,0,1,0,1,5
289,22.0,4,5.0,0.75,0.5,1.7999999999999998,0,0,1,1,1,1,0,1,5
291,22.0,1,5.399999999999999,0.75,0.75,3.5999999999999996,1,0,0,1,0,1,0,1,5
292,22.0,1,3.5999999999999996,0.75,1.25,5.399999999999999,1,0,0,0,1,1,0,0,5
293,30.0,4,5.399999999999999,0.75,0.75,3.5999999999999996,0,0,1,1,1,1,0,0,5
294,40.0,4,5.399999999999999,1.25,0.5,1.7999999999999998,0,0,1,1,1,1,0,1,5
295,22.0,4,3.5999999999999996,0.75,0.5,1.0799999999999998,0,0,1,0,1,1,0,0,5
296,22.0,4,10.0,2.25,1.25,3.5999999999999996,0,0,1,0,1,1,0,1,5
297,22.0,4,1.7999999999999998,0.5,0.5,1.7999999999999998,0,0,1,0,1,1,0,1,5
298,30.0,1,39.199999999999996,3.25,1.25,5.399999999999999,1,0,0,0,1,1,0,0,5
299,30.0,4,1.0799999999999998,0.5,0.5,1.7999999999999998,0,0,1,1,1,1,0,0,5
300,22.0,4,7.199999999999999,1.25,5.0,78.39999999999999,0,0,1,1,1,1,0,1,5
301,22.0,4,3.5999999999999996,0.75,3.25,53.4,0,0,1,1,0,1,0,1,5
302,22.0,2,3.5999999999999996,0.75,1.25,4.68,0,1,0,1,0,1,0,0,5
304,22.0,4,39.199999999999996,2.25,0.75,1.7999999999999998,0,0,1,0,0,1,0,1,5
305,22.0,2,1.7999999999999998,0.5,1.75,5.399999999999999,0,1,0,0,0,1,0,1,5
306,30.0,4,2.52,0.5,2.25,10.68,0,0,1,1,0,1,0,1,5
307,22.0,4,1.7999999999999998,0.75,0.5,1.7999999999999998,0,0,1,0,0,1,0,1,5
308,22.0,4,3.5999999999999996,0.75,0.5,2.52,0,0,1,1,0,1,0,0,5
309,40.0,3,1.0799999999999998,0.5,1.25,8.0,0,0,0,0,1,1,0,0,5
310,30.0,4,50.025,2.25,0.5,1.4399999999999997,0,0,1,0,0,1,0,1,5
311,30.0,4,1.7999999999999998,0.5,0.75,2.52,0,0,1,1,0,1,0,1,5
312,22.0,2,40.05,3.75,0.5,2.52,0,1,0,0,0,1,0,0,5
313,30.0,4,40.05,3.25,0.5,1.7999999999999998,0,0,1,0,0,1,0,1,5
314,22.0,4,0.7199999999999999,0.5,0.5,3.5999999999999996,0,0,1,0,0,1,0,0,5
315,22.0,4,0.7199999999999999,0.5,0.5,1.0799999999999998,0,0,1,1,0,1,0,0,5
316,30.0,4,1.7999999999999998,0.5,1.25,5.399999999999999,0,0,1,1,0,1,0,0,5
317,30.0,4,26.7,1.25,0.5,1.7999999999999998,0,0,1,0,0,1,0,0,5
318,22.0,4,5.399999999999999,1.75,0.5,1.7999999999999998,0,0,1,0,0,1,0,0,5
319,54.0,4,40.05,3.25,1.25,5.399999999999999,0,0,1,0,0,1,0,1,5
320,22.0,2,10.0,3.25,0.75,2.52,0,1,0,0,0,1,0,1,5
321,40.0,4,4.319999999999999,1.25,0.5,1.7999999999999998,0,0,1,0,1,1,0,1,5
322,22.0,4,0.7199999999999999,0.5,0.75,2.52,0,0,1,0,0,1,0,1,5
323,22.0,2,1.7999999999999998,0.5,1.75,3.0,0,1,0,0,0,1,0,1,5
324,22.0,4,1.7999999999999998,0.5,0.75,2.8799999999999994,0,0,1,1,0,1,0,1,5
325,54.0,4,3.5999999999999996,0.5,0.5,2.8799999999999994,0,0,1,0,0,1,0,0,5
326,22.0,2,2.8799999999999994,0.75,0.5,1.7999999999999998,0,1,0,0,0,1,0,1,5
327,30.0,4,20.0,5.0,4.25,26.7,0,0,1,0,0,1,0,1,5
328,30.0,4,3.5999999999999996,0.5,0.5,1.7999999999999998,0,0,1,1,0,1,0,1,5
329,22.0,2,33.349999999999994,2.75,2.25,15.0,0,1,0,0,0,1,0,1,5
331,40.0,4,19.599999999999998,0.75,0.5,1.7999999999999998,0,0,1,1,1,1,0,1,5
332,22.0,4,26.7,0.75,0.75,1.7999999999999998,0,0,1,0,0,1,0,1,5
333,22.0,4,3.5999999999999996,0.75,0.5,1.7999999999999998,0,0,1,0,0,1,0,0,5
334,22.0,4,0.35999999999999993,1.75,0.75,3.5999999999999996,0,0,1,1,1,1,0,0,5
335,40.0,4,58.8,4.75,0.75,1.7999999999999998,0,0,1,0,1,1,0,1,5
336,30.0,4,53.4,5.0,0.75,2.8799999999999994,0,0,1,0,1,1,0,0,5
337,22.0,2,2.52,0.75,4.75,20.0,0,1,0,0,0,1,0,1,5
338,22.0,2,3.5999999999999996,0.75,1.25,15.0,0,1,0,0,0,1,0,0,5
339,30.0,4,10.005,1.25,5.0,50.025,0,0,1,0,0,1,0,0,5
340,40.0,4,19.599999999999998,1.75,2.25,5.399999999999999,0,0,1,0,1,1,0,1,5
342,22.0,4,5.399999999999999,0.75,0.75,2.52,0,0,1,0,0,1,0,1,5
343,30.0,4,2.52,0.75,0.5,2.52,0,0,1,0,0,1,0,0,5
344,22.0,4,5.0,1.75,0.5,1.7999999999999998,0,0,1,0,0,1,0,1,5
345,40.0,1,53.4,5.0,4.75,40.05,1,0,0,1,1,1,0,1,5
346,22.0,1,20.0,5.0,4.75,10.0,1,0,0,0,1,1,0,1,5
347,30.0,4,3.5999999999999996,0.5,0.75,3.5999999999999996,0,0,1,1,1,1,0,1,5
348,22.0,4,50.025,3.25,0.5,1.7999999999999998,0,0,1,1,0,1,0,0,5
349,30.0,4,58.8,4.75,0.5,1.7999999999999998,0,0,1,1,1,1,0,1,5
350,30.0,2,98.0,5.0,1.75,3.5999999999999996,0,1,0,1,1,1,0,1,5
351,22.0,1,1.7999999999999998,0.5,0.5,1.0799999999999998,1,0,0,0,0,1,0,0,5
352,22.0,4,2.52,0.75,0.5,2.52,0,0,1,0,0,1,0,0,5
353,22.0,4,3.5999999999999996,0.75,0.5,2.52,0,0,1,0,0,1,0,1,5
354,22.0,2,3.5999999999999996,0.75,0.75,4.319999999999999,0,1,0,0,0,1,0,0,5
355,22.0,1,16.674999999999997,1.25,0.5,1.7999999999999998,1,0,0,1,0,1,0,1,5
356,30.0,4,3.5999999999999996,0.75,0.5,1.7999999999999998,0,0,1,0,0,1,0,0,5
357,30.0,2,1.7999999999999998,0.5,0.5,0.7199999999999999,0,1,0,0,0,1,0,1,5
358,22.0,4,0.7199999999999999,0.5,0.5,3.5999999999999996,0,0,1,1,0,1,0,0,5
359,30.0,4,1.7999999999999998,0.5,0.5,5.399999999999999,0,0,1,1,1,1,0,1,5
361,22.0,4,1.7999999999999998,0.5,1.25,26.7,0,0,1,0,0,1,0,0,5
362,22.0,4,0.7199999999999999,0.5,0.5,0.7199999999999999,0,0,1,1,0,1,0,1,5
363,30.0,4,2.1599999999999997,0.75,0.75,3.5999999999999996,0,0,1,0,0,1,0,1,5
364,22.0,2,3.5999999999999996,0.75,0.5,2.1599999999999997,0,1,0,0,0,1,0,1,5
365,40.0,4,39.199999999999996,2.25,0.5,0.35999999999999993,0,0,1,0,1,1,0,1,5
366,22.0,4,5.0,1.75,0.5,2.0,0,0,1,0,1,1,0,1,5
367,22.0,4,10.0,3.75,0.75,5.399999999999999,0,0,1,0,0,1,0,1,5
368,40.0,4,23.520000000000003,1.75,5.0,40.05,0,0,1,0,0,1,0,1,5
369,22.0,2,2.1599999999999997,0.5,0.5,0.7199999999999999,0,1,0,0,0,1,0,1,5
370,22.0,1,1.7999999999999998,0.5,1.25,3.5999999999999996,1,0,0,0,1,1,0,0,5
371,30.0,1,39.199999999999996,2.25,2.25,26.7,1,0,0,1,0,1,0,1,5
372,22.0,4,1.7999999999999998,0.5,0.5,1.7999999999999998,0,0,1,0,0,1,0,0,5
373,22.0,2,7.199999999999999,0.5,0.5,1.7999999999999998,0,1,0,0,1,1,0,1,5
375,30.0,1,2.52,0.5,1.25,5.399999999999999,1,0,0,0,0,1,0,1,5
376,30.0,4,3.5999999999999996,0.75,1.25,3.5999999999999996,0,0,1,0,1,1,0,1,5
377,40.0,4,2.52,0.75,0.75,3.5999999999999996,0,0,1,0,0,1,0,1,5
378,22.0,4,2.52,0.5,0.5,2.1599999999999997,0,0,1,0,0,1,0,0,5
379,30.0,2,32.04,3.75,0.5,1.7999999999999998,0,1,0,0,1,1,0,1,5
380,22.0,1,2.1599999999999997,0.5,0.5,2.52,1,0,0,0,0,1,0,1,5
382,22.0,2,13.35,0.75,0.5,1.0799999999999998,0,1,0,1,0,1,0,0,5
383,30.0,4,3.5999999999999996,0.75,0.5,1.7999999999999998,0,0,1,1,1,1,0,1,5
384,22.0,4,0.7199999999999999,0.5,0.5,1.7999999999999998,0,0,1,0,0,1,0,1,5
385,22.0,2,66.69999999999999,4.75,0.5,1.7999999999999998,0,1,0,0,0,1,0,1,5
386,22.0,4,50.025,5.0,0.5,1.0799999999999998,0,0,1,0,0,1,0,1,5
387,22.0,3,2.8799999999999994,0.75,3.25,26.7,0,0,0,0,0,1,0,1,5
388,22.0,2,66.75,4.25,0.5,1.7999999999999998,0,1,0,0,0,1,0,1,5
389,22.0,2,1.7999999999999998,0.5,0.5,1.7999999999999998,0,1,0,0,0,1,0,1,5
390,30.0,4,1.7999999999999998,0.5,0.75,2.52,0,0,1,0,0,1,0,1,5
391,22.0,2,1.7999999999999998,0.5,0.5,1.7999999999999998,0,1,0,0,0,1,0,0,5
392,22.0,4,1.7999999999999998,0.5,0.75,2.52,0,0,1,0,0,1,0,1,5
393,30.0,4,50.025,4.25,0.5,1.7999999999999998,0,0,1,0,0,1,0,1,5
394,22.0,4,0.7199999999999999,0.5,0.5,2.1599999999999997,0,0,1,0,1,1,0,1,5
396,22.0,1,1.0799999999999998,0.5,1.75,16.674999999999997,1,0,0,0,0,1,0,0,5
398,22.0,4,3.5999999999999996,0.75,0.5,1.7999999999999998,0,0,1,0,0,1,0,0,5
399,40.0,4,1.7999999999999998,0.5,0.75,1.7999999999999998,0,0,1,1,1,1,0,0,5
400,22.0,4,1.7999999999999998,0.5,1.25,7.199999999999999,0,0,1,0,0,1,0,1,5
401,22.0,4,3.5999999999999996,0.75,0.5,1.7999999999999998,0,0,1,1,1,1,0,1,5
402,22.0,2,1.0799999999999998,0.5,0.5,0.7199999999999999,0,1,0,0,0,1,0,1,5
403,40.0,4,3.5999999999999996,0.75,2.25,7.199999999999999,0,0,1,0,0,1,0,1,5
404,22.0,2,5.399999999999999,1.25,0.75,3.5999999999999996,0,1,0,0,1,1,0,1,5
405,22.0,4,33.349999999999994,2.25,0.5,0.7199999999999999,0,0,1,0,0,1,0,1,5
406,22.0,2,0.7199999999999999,0.5,0.5,0.7199999999999999,0,1,0,0,0,1,0,0,5
407,22.0,2,3.5999999999999996,0.75,0.75,2.52,0,1,0,1,0,1,0,1,5
408,22.0,4,26.7,4.25,1.25,19.599999999999998,0,0,1,0,0,1,0,1,5
409,22.0,2,1.7999999999999998,0.5,2.25,39.199999999999996,0,1,0,0,0,1,0,1,5
410,22.0,4,1.7999999999999998,0.5,0.75,3.5999999999999996,0,0,1,0,0,1,0,0,5
412,30.0,4,2.52,0.75,0.75,2.52,0,0,1,0,0,1,0,1,5
413,22.0,4,1.7999999999999998,0.5,1.25,26.7,0,0,1,0,0,1,0,1,5
414,40.0,4,3.0,1.25,0.5,3.5999999999999996,0,0,1,0,0,1,0,1,5
415,22.0,2,1.7999999999999998,0.5,0.75,7.199999999999999,0,1,0,0,1,1,0,0,5
416,22.0,2,3.5999999999999996,0.75,0.5,1.7999999999999998,0,1,0,0,0,1,0,1,5
417,30.0,4,78.39999999999999,5.0,0.5,0.7199999999999999,0,0,1,0,0,1,0,1,5
418,30.0,4,5.399999999999999,0.75,0.75,3.5999999999999996,0,0,1,0,0,1,0,1,5
419,22.0,2,3.5999999999999996,0.75,0.5,2.1599999999999997,0,1,0,0,0,1,0,1,5
420,22.0,2,58.8,2.75,1.25,13.35,0,1,0,0,0,1,0,1,5
421,30.0,4,5.0,0.5,0.75,1.7999999999999998,0,0,1,1,0,1,0,1,5
423,22.0,4,2.52,0.75,0.75,2.52,0,0,1,1,0,1,0,1,5
424,22.0,4,3.5999999999999996,0.5,0.5,1.0799999999999998,0,0,1,0,0,1,0,0,5
425,30.0,2,3.5999999999999996,0.5,0.5,1.4399999999999997,0,1,0,1,0,1,0,1,5
426,22.0,4,66.69999999999999,5.0,1.25,7.199999999999999,0,0,1,0,0,1,0,1,5
427,22.0,4,3.5999999999999996,0.75,0.5,1.7999999999999998,0,0,1,0,0,1,0,1,5
428,22.0,2,20.0,5.0,1.75,13.35,0,1,0,0,0,1,0,1,5
429,22.0,4,3.5999999999999996,0.75,1.25,5.399999999999999,0,0,1,1,0,1,0,1,5
430,22.0,2,5.399999999999999,1.25,1.25,5.399999999999999,0,1,0,1,0,1,0,0,5
431,30.0,4,1.4399999999999997,0.5,1.75,18.69,0,0,1,1,0,1,0,1,5
432,22.0,3,1.0799999999999998,0.5,0.5,0.7199999999999999,0,0,0,1,0,1,0,0,5
433,30.0,4,1.7999999999999998,0.5,0.75,3.5999999999999996,0,0,1,1,1,1,0,1,5
434,40.0,4,2.52,0.75,3.25,26.7,0,0,1,0,0,1,0,1,5
435,30.0,4,25.0,3.25,0.75,3.5999999999999996,0,0,1,0,0,1,0,0,5
436,30.0,4,19.599999999999998,4.25,4.25,26.7,0,0,1,1,0,1,0,1,5
437,22.0,4,1.7999999999999998,0.5,0.5,1.4399999999999997,0,0,1,0,0,1,0,0,5
438,40.0,1,19.599999999999998,0.75,0.5,0.7199999999999999,1,0,0,1,1,1,0,1,5
440,30.0,4,2.52,0.5,0.75,3.5999999999999996,0,0,1,0,0,1,0,1,5
441,30.0,1,2.1599999999999997,1.25,0.5,0.7199999999999999,1,0,0,1,1,1,0,0,5
442,22.0,4,3.5999999999999996,0.75,0.5,1.7999999999999998,0,0,1,0,1,1,0,1,5
443,54.0,3,0.7199999999999999,0.5,0.5,1.0799999999999998,0,0,0,1,1,1,0,1,5
444,30.0,4,3.5999999999999996,0.75,0.5,1.7999999999999998,0,0,1,1,1,1,0,1,5
446,54.0,3,1.0799999999999998,0.5,0.5,1.0799999999999998,0,0,0,1,1,1,0,1,5
447,54.0,1,8.999999999999998,1.75,1.25,10.0,1,0,0,1,1,1,0,0,5
448,22.0,4,33.349999999999994,1.75,0.5,1.0799999999999998,0,0,1,1,1,1,0,1,5
449,54.0,4,1.7999999999999998,0.75,2.25,39.199999999999996,0,0,1,1,1,1,0,1,5
450,30.0,4,1.0799999999999998,0.5,0.5,1.0799999999999998,0,0,1,0,0,1,0,1,5
451,22.0,4,3.5999999999999996,0.75,0.5,1.0799999999999998,0,0,1,1,0,1,0,1,5
453,30.0,2,3.5999999999999996,0.75,0.75,3.5999999999999996,0,1,0,0,1,1,0,1,5
454,22.0,3,0.7199999999999999,0.5,0.75,1.7999999999999998,0,0,0,0,0,1,0,1,5
455,40.0,4,2.52,0.5,4.25,58.8,0,0,1,0,0,1,0,1,5
456,40.0,4,1.0799999999999998,0.5,2.75,8.999999999999998,0,0,1,1,0,1,0,0,5
457,54.0,4,8.999999999999998,1.25,1.25,5.399999999999999,0,0,1,0,0,1,0,0,5
458,30.0,4,1.0799999999999998,0.5,5.0,53.4,0,0,1,1,1,1,0,1,5
460,22.0,1,3.5999999999999996,0.5,0.5,0.7199999999999999,1,0,0,0,1,1,0,1,5
461,22.0,3,1.4399999999999997,0.5,0.5,2.1599999999999997,0,0,0,0,0,1,0,1,5
462,22.0,4,3.5999999999999996,0.75,0.75,3.5999999999999996,0,0,1,0,0,1,0,0,5
463,22.0,4,3.5999999999999996,0.75,0.75,5.399999999999999,0,0,1,0,0,1,0,1,5
464,22.0,4,8.999999999999998,2.25,1.75,5.399999999999999,0,0,1,1,1,1,0,0,5
465,65.0,3,3.5999999999999996,0.5,5.0,40.05,0,0,0,0,1,1,0,0,5
466,22.0,4,3.5999999999999996,0.75,0.5,1.0799999999999998,0,0,1,0,1,1,0,1,5
467,22.0,4,0.7199999999999999,0.5,0.5,1.7999999999999998,0,0,1,0,1,1,0,1,5
468,22.0,2,2.52,0.5,1.25,5.399999999999999,0,1,0,0,0,1,0,1,5
469,30.0,4,1.7999999999999998,0.5,0.75,3.5999999999999996,0,0,1,0,0,1,0,0,5
470,40.0,4,1.7999999999999998,0.5,0.5,2.1599999999999997,0,0,1,1,0,1,0,1,5
471,22.0,4,0.7199999999999999,0.5,0.5,1.7999999999999998,0,0,1,0,1,1,0,1,5
472,30.0,2,1.7999999999999998,0.5,1.25,5.399999999999999,0,1,0,0,0,1,0,0,5
473,30.0,2,19.599999999999998,1.75,1.25,5.399999999999999,0,1,0,1,0,1,0,1,5
475,22.0,2,2.52,0.5,0.5,2.52,0,1,0,0,0,1,0,1,5
476,22.0,1,26.7,3.25,0.75,3.2399999999999993,1,0,0,0,1,1,0,1,5
477,22.0,3,58.8,1.25,0.75,2.52,0,0,0,1,0,1,0,1,5
478,22.0,4,3.5999999999999996,0.75,5.0,25.0,0,0,1,0,0,1,0,1,5
479,22.0,4,4.319999999999999,0.75,0.5,1.7999999999999998,0,0,1,1,1,1,0,0,5
480,22.0,4,15.0,3.75,0.5,0.7199999999999999,0,0,1,1,0,1,0,1,5
481,22.0,4,15.0,3.75,0.5,1.7999999999999998,0,0,1,0,0,1,0,1,5
482,22.0,4,5.399999999999999,2.25,1.75,5.399999999999999,0,0,1,0,1,1,0,1,5
