ID,AGE,USE,AD,ED,ACCESS_TIME,EGRESS_TIME,ALT1,ALT2,ALT3,BICYCLES,MOTOR,WB,GENDER,UNO,SERO,DM1,DM2,DM3,DM4,DM5,EDM1,EDM2,EDM3,EDM4,EDM5
1080,22.0,1,0.75,0.3,10,2,1,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0
1081,40.0,4,0.3,0.75,5,5,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1082,40.0,2,0.75,2.25,5,10,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0
1083,30.0,1,0.3,0.3,10,5,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0
1084,22.0,1,1.25,0.3,10,5,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0
1085,22.0,4,0.3,0.3,3,5,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0
1086,30.0,4,4.25,5.0,10,60,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1087,22.0,1,1.25,0.75,20,10,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0
1088,22.0,1,0.75,0.75,10,10,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0
1089,30.0,1,1.25,0.3,15,5,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0
1090,22.0,4,0.75,0.3,10,5,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
1091,22.0,4,5.0,2.75,35,15,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
1092,30.0,4,1.25,0.75,15,10,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0
1093,22.0,2,0.3,0.3,5,5,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0
1094,30.0,4,0.3,0.3,7,5,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0
1095,30.0,1,2.25,5.0,10,30,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1
1096,54.0,4,0.75,0.3,10,5,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
1097,22.0,1,1.75,0.75,30,10,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0
1098,22.0,1,1.25,0.75,5,6,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0
1099,30.0,1,5.0,0.3,35,5,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0
1100,22.0,2,1.25,0.75,15,10,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1101,40.0,4,0.75,0.3,5,5,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0
1102,22.0,4,0.75,4.75,10,15,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1103,22.0,4,0.75,0.3,15,5,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0
1104,22.0,2,0.75,0.75,8,8,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1105,22.0,4,0.75,0.3,10,6,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
1106,22.0,1,0.75,0.75,15,10,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0
1107,22.0,4,0.3,0.75,5,7,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1108,30.0,2,0.3,2.25,5,8,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
1109,22.0,2,0.3,3.25,5,10,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0
1110,22.0,2,0.75,0.3,5,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
1111,30.0,4,0.3,0.3,5,15,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0
1112,22.0,4,0.3,0.75,5,7,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1113,22.0,2,2.25,1.25,15,20,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1114,22.0,4,0.3,0.3,2,5,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0
1115,22.0,4,0.75,0.3,12,5,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0
1116,22.0,1,0.3,0.3,10,2,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0
1117,22.0,4,0.75,0.3,10,4,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0
1118,40.0,1,0.3,1.25,5,15,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0
1119,30.0,2,0.75,0.3,5,2,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0
1120,30.0,4,0.75,5.0,5,20,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1
1121,22.0,4,0.3,1.25,2,15,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0
1122,30.0,1,0.3,2.25,2,12,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0
1123,22.0,4,0.3,0.75,5,10,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0
1124,30.0,1,0.3,0.75,5,10,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0
1125,30.0,4,0.3,0.3,5,3,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0
1126,40.0,2,3.75,1.25,20,15,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0
1127,22.0,1,0.3,0.3,3,5,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0
1128,22.0,4,0.75,0.3,20,5,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0
1129,40.0,4,0.75,3.25,10,15,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1130,22.0,4,0.3,4.75,5,10,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1
1131,22.0,1,0.3,0.75,5,10,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0
1132,40.0,4,0.3,1.25,5,10,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1133,22.0,4,0.3,0.75,5,10,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1134,54.0,4,2.25,0.75,15,5,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1135,22.0,1,0.3,5.0,5,20,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1136,30.0,4,0.3,1.25,5,12,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0
1137,22.0,1,1.75,0.3,15,5,1,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0
1138,22.0,4,0.75,0.3,10,5,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
1139,22.0,4,0.3,0.75,5,2,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0
1140,22.0,4,0.3,1.25,3,15,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1141,22.0,4,3.25,1.25,15,15,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1142,22.0,4,0.3,0.3,5,10,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0
1143,22.0,4,0.3,0.3,10,15,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0
1144,22.0,4,0.3,0.3,5,5,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0
1145,54.0,4,2.25,0.3,10,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
1146,30.0,4,0.3,3.25,5,15,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0
1147,40.0,4,2.25,1.75,15,12,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
1148,22.0,2,0.75,1.75,7,10,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0
1149,30.0,1,0.75,0.75,10,10,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0
1150,22.0,1,0.75,0.3,10,5,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0
1151,30.0,4,1.75,0.3,10,2,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0
1152,22.0,1,0.3,0.75,5,10,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0
1153,22.0,4,1.75,2.25,10,10,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0
1154,30.0,4,0.3,2.25,10,12,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0
1155,30.0,4,1.75,1.25,10,10,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0
1156,22.0,1,1.75,0.3,10,7,1,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0
1157,40.0,4,0.3,0.3,2,3,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0
1158,54.0,4,0.3,0.75,5,5,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0
1159,22.0,1,1.75,1.75,7,12,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0
1160,30.0,2,0.3,0.3,5,5,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0
1161,54.0,4,0.3,1.25,7,8,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1162,22.0,1,1.25,0.75,10,10,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0
1163,22.0,2,3.25,0.75,10,10,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1164,22.0,4,0.3,0.75,4,10,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0
1165,30.0,4,0.75,1.25,10,10,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0
1166,22.0,4,0.3,0.75,5,7,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1167,40.0,4,0.75,0.3,7,5,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0
1168,22.0,4,0.3,0.3,12,5,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0
1169,30.0,4,1.25,1.25,5,20,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0
1170,40.0,4,0.3,5.0,5,25,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1
1171,22.0,4,0.75,0.75,5,3,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1172,30.0,4,1.75,3.75,15,10,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0
1173,30.0,4,0.75,0.3,5,5,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0
1174,22.0,4,0.75,0.3,5,4,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0
1175,40.0,4,0.3,0.3,2,3,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
1176,22.0,2,1.25,0.75,5,10,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0
1177,40.0,4,0.3,1.25,7,13,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0
1178,22.0,4,0.75,0.3,10,7,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
1179,40.0,4,0.3,0.75,3,10,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0
1180,22.0,4,2.75,0.3,10,5,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0
1181,22.0,4,0.75,2.75,10,10,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0
1182,30.0,4,0.75,0.75,6,10,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0
1183,22.0,4,1.25,0.3,15,5,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0
1184,22.0,4,0.75,0.75,10,10,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0
1185,22.0,4,2.25,3.25,10,15,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0
1186,22.0,4,0.75,1.25,10,8,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0
1187,22.0,4,4.25,0.75,15,10,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0
1188,22.0,4,0.75,0.75,7,7,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1189,30.0,2,0.3,0.3,5,5,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0
1190,22.0,1,2.25,1.25,25,15,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0
1191,22.0,4,0.3,0.3,5,3,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
1192,30.0,4,1.75,0.3,15,7,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0
1193,22.0,4,0.3,0.75,5,5,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1194,22.0,1,5.0,0.3,20,3,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0
1195,22.0,2,0.3,0.3,2,5,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
1196,30.0,4,5.0,0.3,30,5,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0
1197,22.0,4,4.25,2.75,12,10,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0
1198,22.0,4,1.25,0.3,13,8,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0
1199,30.0,4,0.75,0.3,10,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0
1200,22.0,4,0.75,0.3,10,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
1201,30.0,4,0.75,0.3,10,5,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0
1202,22.0,2,0.3,0.75,5,7,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0
1203,40.0,4,0.3,0.3,10,3,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0
1204,22.0,4,0.75,1.25,10,20,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0
1205,22.0,4,0.75,0.3,10,5,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0
1206,22.0,4,0.3,0.75,5,7,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0
1207,22.0,4,0.3,4.75,5,15,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1
1208,22.0,1,1.25,1.25,20,15,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0
1209,30.0,4,0.3,0.75,7,10,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0
1210,22.0,4,0.75,0.3,10,5,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0
1211,30.0,4,3.25,0.75,10,10,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0
1212,30.0,4,1.75,1.75,5,10,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
1213,30.0,4,0.3,1.25,10,30,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0
1214,40.0,4,0.3,0.75,5,7,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1215,40.0,4,5.0,1.25,10,15,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0
1216,22.0,4,0.3,4.25,5,12,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
1217,40.0,4,0.3,0.75,5,7,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1218,22.0,4,0.75,0.75,10,10,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1219,40.0,2,0.75,0.3,10,3,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0
1220,54.0,4,0.3,0.3,5,5,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
1221,40.0,4,0.3,1.25,5,15,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1222,54.0,4,0.3,0.3,5,7,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
1223,54.0,4,0.3,0.75,5,8,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1224,40.0,2,1.75,0.75,10,5,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0
1225,30.0,4,0.3,0.75,5,5,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0
1226,30.0,4,5.0,0.75,45,10,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0
1227,30.0,2,5.0,0.75,30,10,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0
1228,22.0,2,0.3,0.3,4,3,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0
1229,22.0,4,1.25,0.75,10,5,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0
1230,40.0,4,0.3,0.3,5,5,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0
1231,30.0,4,0.75,0.75,10,10,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0
1232,30.0,4,1.75,1.75,10,20,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0
1233,22.0,2,0.3,0.75,5,5,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1234,22.0,2,0.75,3.25,10,15,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1235,22.0,4,0.75,0.3,7,5,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
1236,22.0,4,0.75,0.3,15,5,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
1237,22.0,4,0.75,0.3,10,5,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0
1238,40.0,4,0.3,0.3,5,5,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0
1239,30.0,4,1.25,0.3,5,3,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0
1240,22.0,2,4.25,0.3,30,5,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
1241,22.0,4,2.75,0.3,20,5,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
1242,40.0,4,1.25,0.3,15,5,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0
1243,30.0,4,0.3,0.3,5,2,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0
1244,22.0,4,2.25,0.3,10,5,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0
1245,22.0,1,0.75,0.3,10,7,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
1246,22.0,4,0.3,0.75,3,7,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0
1247,22.0,4,5.0,0.3,15,5,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0
1248,22.0,4,0.75,0.3,10,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0
1249,30.0,4,0.75,0.3,15,2,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0
1250,22.0,2,0.75,0.3,10,5,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0
1251,30.0,4,0.3,0.75,8,10,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0
1252,30.0,1,0.3,1.75,2,5,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0
1253,54.0,4,0.3,0.3,5,5,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0
1254,22.0,2,0.75,0.3,10,5,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0
1255,22.0,4,1.25,1.75,15,10,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0
1256,22.0,2,1.25,0.75,20,5,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
1257,54.0,4,0.3,3.75,5,15,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0
1258,30.0,1,0.3,0.3,2,3,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0
1259,30.0,1,1.75,1.75,20,20,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
1260,30.0,4,4.75,0.3,20,3,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0
1261,40.0,4,0.75,1.75,13,8,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0
1262,22.0,2,1.75,2.75,7,5,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1263,22.0,4,0.3,0.75,5,10,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0
1264,22.0,4,0.3,0.3,2,5,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0
1265,22.0,2,0.75,5.0,5,15,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1266,22.0,1,0.75,1.75,5,10,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0
1267,30.0,1,0.75,0.3,15,3,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0
1268,22.0,1,0.75,2.75,8,20,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0
1269,22.0,4,0.75,0.3,8,5,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0
1270,22.0,1,0.75,0.3,10,3,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
1271,30.0,1,0.3,0.75,5,15,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0
1272,30.0,1,0.3,0.75,5,10,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0
1273,22.0,1,3.75,0.3,20,5,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0
1274,30.0,4,1.75,1.25,15,15,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0
1275,22.0,4,0.3,0.75,10,10,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0
1276,40.0,4,0.75,0.75,4,5,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1277,30.0,4,0.3,0.75,3,10,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1278,30.0,1,3.25,0.75,15,10,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0
1279,30.0,2,0.75,5.0,7,10,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1280,22.0,2,0.75,1.25,10,7,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1281,22.0,4,0.3,0.3,5,5,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0
1282,22.0,4,0.75,0.75,10,5,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1283,30.0,4,2.75,0.3,10,5,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0
1284,40.0,4,0.3,0.75,7,10,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1285,22.0,4,0.3,0.3,5,5,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0
1286,22.0,2,1.25,0.75,5,5,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1287,22.0,4,0.3,0.3,3,7,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
1288,22.0,4,0.75,0.3,5,5,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
1289,30.0,4,0.3,0.75,5,10,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0
1290,22.0,4,0.3,1.25,5,5,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0
1291,30.0,4,0.3,0.3,5,3,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0
1292,22.0,4,0.3,0.3,5,5,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0
1293,22.0,4,0.3,0.75,3,10,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0
